Student ID,Age,Grade,School,Q1,Q1_Response Time Score,Q2,Q2_Response Time Score,Q3,Q3_Response Time Score,Q4,Q4_Response Time Score,Q5,Q5_Response Time Score,Q6,Q6_Response Time Score,Q7,Q7_Response Time Score,Q8,Q8_Response Time Score,Q9,Q9_Response Time Score,Q10,Q10_Response Time Score,Q11,Q11_Response Time Score,Q12,Q12_Response Time Score,Q13,Q13_Response Time Score,Q14,Q14_Response Time Score,Q15,Q15_Response Time Score,Q16,Q16_Response Time Score,Q17,Q17_Response Time Score,Q18,Q18_Response Time Score,Q19,Q19_Response Time Score,Q20,Q20_Response Time Score,Q21,Q21_Response Time Score,Q22,Q22_Response Time Score,Q23,Q23_Response Time Score,Q24,Q24_Response Time Score,Q1_Time,Q1_Time by Grade,Q2_Time,Q2_Time by Grade,Q3_Time,Q3_Time by Grade,Q4_Time,Q4_Time by Grade,Q5_Time,Q5_Time by Grade,Q6_Time,Q6_Time by Grade,Q7_Time,Q7_Time by Grade,Q8_Time,Q8_Time by Grade,Q9_Time,Q9_Time by Grade,Q10_Time,Q10_Time by Grade,Q11_Time,Q11_Time by Grade,Q12_Time,Q12_Time by Grade,Q13_Time,Q13_Time by Grade,Q14_Time,Q14_Time by Grade,Q15_Time,Q15_Time by Grade,Q16_Time,Q16_Time by Grade,Q17_Time,Q17_Time by Grade,Q18_Time,Q18_Time by Grade,Q19_Time,Q19_Time by Grade,Q20_Time,Q20_Time by Grade,Q21_Time,Q21_Time by Grade,Q22_Time,Q22_Time by Grade,Q23_Time,Q23_Time by Grade,Q24_Time,Q24_Time by Grade,How much did the student enjoy the activity,How is the student feeling,Total Score,Was your child's birth weight considered very low (3 pounds or less)?,Was your child born prematurely (before 37 weeks)?,Any birth complications or known birth defects?,Is there a family history (parent/sibling) of significant difficulty with mathematics or diagnosed dyscalculia?,Do you think your child particularly struggles in mathematics?,"Performance in Math
(original grades)","Performance in Math
(derived grades)","Performance in Other Subjects
(original grades)","Performance in Other Subjects
(derived grades)",Do you think the child struggles specifically in Math?
6279,8,1,LGGS,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,1,0,100.73,Slightly Above Avg,56.47,Slightly Above Avg,11.66,Average,12.07,Average,9.11,Slightly Below Avg,5.29,Way Below Avg,6.33,Slightly Below Avg,5.54,Slightly Below Avg,4.88,Slightly Below Avg,4.03,Way Below Avg,5.5,Slightly Below Avg,125.17,Way Above Avg,72.07,Slightly Above Avg,56.33,Average,29.7,Average,36.52,Slightly Above Avg,25.38,Average,13.35,Average,128.53,Way Above Avg,53.59,Average,124.14,Slightly Above Avg,16.53,Average,7.77,Slightly Below Avg,34.54,Average,1,1,8,,,,,,90.00%,Excellent,80.00%,Good,Yes
6283,7,1,LGGS,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,-1,1,0,0.5,0,0,0,1,-1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,46.82,Average,46.88,Slightly Above Avg,13.38,Average,9.22,Average,12.86,Average,16.31,Slightly Above Avg,10.54,Average,19.22,Slightly Above Avg,14.34,Slightly Above Avg,36.42,Way Above Avg,7.58,Average,94.34,Slightly Above Avg,21.62,Average,157.31,Way Above Avg,15.83,Slightly Below Avg,7.78,Slightly Below Avg,8.56,Slightly Below Avg,17.36,Average,71.61,Slightly Above Avg,36.32,Average,135.38,Slightly Above Avg,9.93,Slightly Below Avg,14.37,Slightly Above Avg,33.74,Average,1,2,12.5,No,No,No,Yes,No,95.00%,Excellent,100.00%,Excellent,No
628319,6,1,CITY_SCHOOL,1,0,1,0,1,0,1,0,0,0,0,0,1,-1,1,0,1,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,73.98,Slightly Above Avg,11.58,Slightly Below Avg,9.86,Average,8.16,Average,22.12,Average,8.68,Average,37.07,Way Above Avg,11.75,Slightly Above Avg,9.63,Average,51.32,Way Above Avg,8.72,Average,73.97,Slightly Above Avg,22.92,Average,48.99,Average,45.24,Slightly Above Avg,7.38,Slightly Below Avg,41.8,Slightly Above Avg,34.28,Slightly Above Avg,34.78,Average,15.75,Way Below Avg,37.58,Average,17.22,Average,26.18,Way Above Avg,16.65,Way Below Avg,2,1,7,Not Sure,No,No,Yes,Yes,63.33%,Above Average,65.17%,Above Average,No
6288,10,3,LGGS,1,-1,1,0,1,0,1,-1,1,0,0,-1,1,-1,1,0,1,0,1,0,1,0,1,-1,1,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,56.87,Way Above Avg,31.5,Slightly Above Avg,9.8,Slightly Above Avg,13.81,Way Above Avg,13.51,Slightly Above Avg,17.98,Way Above Avg,18.9,Way Above Avg,7.5,Slightly Above Avg,8.18,Slightly Above Avg,10.18,Slightly Above Avg,7.52,Slightly Above Avg,239.64,Way Above Avg,44.19,Slightly Above Avg,55.55,Way Above Avg,41.25,Slightly Above Avg,10.22,Average,26.82,Slightly Above Avg,19.8,Slightly Above Avg,24.2,Average,22.88,Average,28.7,Average,17.94,Slightly Above Avg,14.96,Slightly Above Avg,52.7,Slightly Above Avg,1,1,12,,,,,,Above Average,Above Average,Above Average,Above Average,No
6289,8,2,LGGS,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,-1,1,0,0,0,1,0,1,0,1,0,1,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,-1,28.33,Average,49.44,Slightly Above Avg,5.9,Slightly Below Avg,6.22,Slightly Below Avg,12.53,Average,16.15,Slightly Above Avg,14.87,Slightly Above Avg,18.54,Way Above Avg,6.67,Average,10.99,Average,15.76,Slightly Above Avg,44.76,Average,31.21,Average,116.68,Way Above Avg,27.75,Average,12.42,Average,20.52,Average,9.84,Slightly Below Avg,54.42,Slightly Above Avg,29.79,Average,34.69,Average,18.85,Slightly Above Avg,9.68,Average,115.68,Way Above Avg,1,1,13,,,,,,95.00%,Excellent,100.00%,Excellent,No
631874,5,1,CITY_SCHOOL,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,0,0,0,-1,0,0,1,0,1,0,0,-1,0,0,0,0,0,-1,0,0,1,0,36.04,Average,19.98,Average,5.85,Way Below Avg,14.94,Slightly Above Avg,20.11,Average,9.68,Average,12.77,Average,13.47,Slightly Above Avg,14.12,Slightly Above Avg,11.57,Average,7.81,Average,52.97,Average,141.27,Way Above Avg,41.06,Average,89.24,Way Above Avg,6.92,Way Below Avg,16.4,Average,23.22,Slightly Above Avg,170.54,Way Above Avg,42.41,Average,102.43,Slightly Above Avg,115.44,Way Above Avg,7.26,Slightly Below Avg,81.42,Slightly Above Avg,1,1,13,,,,,,95.00%,Excellent,90.00%,Good,No
6326,6,1,LGGS,1,0,1,-1,1,-1,1,-1,1,0,1,0,1,-1,1,-1,1,0,1,-1,1,0,1,0,1,0,0,-1,1,0,1,-1,1,-1,0,-1,0,0,0,0,0,0,1,-1,0,0,1,0,134.5,Slightly Above Avg,85.18,Way Above Avg,87.61,Way Above Avg,34.99,Way Above Avg,16.25,Average,15.97,Slightly Above Avg,31.35,Way Above Avg,25.77,Way Above Avg,10.22,Average,50.42,Way Above Avg,14.72,Slightly Above Avg,72.89,Slightly Above Avg,26.7,Average,120.07,Way Above Avg,26.54,Average,70.33,Way Above Avg,62.22,Way Above Avg,65.76,Way Above Avg,110.61,Slightly Above Avg,23.93,Slightly Below Avg,49.6,Average,35.69,Way Above Avg,14.89,Slightly Above Avg,73.92,Slightly Above Avg,1,1,7,Not Sure,Yes,No,Yes,Yes,70.00%,Above Average,47.78%,Below Average,No
6330,9,2,LGGS,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,1,-1,1,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,38.26,Average,16.83,Average,5.86,Slightly Below Avg,6.94,Average,11.51,Average,12,Average,12.78,Slightly Above Avg,8.14,Average,15.33,Way Above Avg,6.59,Slightly Below Avg,7.5,Average,8.16,Way Below Avg,14.41,Slightly Below Avg,130.01,Way Above Avg,119.54,Way Above Avg,6.66,Slightly Below Avg,22.54,Average,12.27,Average,53.5,Slightly Above Avg,26.04,Average,31.7,Average,12.13,Average,5.02,Way Below Avg,39.94,Average,2,2,11,No,No,No,No,No,96.67%,Excellent,96.00%,Excellent,No
633423,7,1,CITY_SCHOOL,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,6.98,Way Below Avg,20.03,Average,3.49,Way Below Avg,4.26,Way Below Avg,3.69,Way Below Avg,5.63,Slightly Below Avg,5.06,Way Below Avg,4.88,Way Below Avg,3.67,Way Below Avg,5.54,Slightly Below Avg,3.7,Way Below Avg,15.15,Slightly Below Avg,15.42,Average,6.74,Way Below Avg,16.82,Slightly Below Avg,9.9,Slightly Below Avg,24.7,Average,15.53,Average,8.71,Way Below Avg,9.62,Way Below Avg,14.78,Way Below Avg,4.61,Way Below Avg,5.66,Way Below Avg,20.08,Slightly Below Avg,1,1,34,,,,,,Average,Average,Average,Average,No
633438,8,2,CITY_SCHOOL,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,24,Average,6.84,Way Below Avg,6.6,Slightly Below Avg,8.29,Average,4.07,Way Below Avg,7.54,Average,7.13,Slightly Below Avg,5.42,Slightly Below Avg,6.18,Average,13.22,Average,4.33,Slightly Below Avg,33.45,Average,38.34,Slightly Above Avg,12.23,Slightly Below Avg,15.43,Slightly Below Avg,3.94,Way Below Avg,12.18,Slightly Below Avg,8.96,Slightly Below Avg,12.28,Way Below Avg,20.92,Average,29.35,Average,11.1,Average,8.48,Average,20.98,Slightly Below Avg,2,2,23,No,No,No,No,No,96.67%,Excellent,96.00%,Excellent,No
6335,7,1,LGGS,1,-1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.5,-1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,1,0,1,0,1,-1,186.15,Way Above Avg,29.02,Average,13.01,Average,23.72,Slightly Above Avg,27.16,Slightly Above Avg,13.51,Average,21.4,Slightly Above Avg,5.72,Slightly Below Avg,6.82,Average,7.22,Average,6.65,Average,212.78,Way Above Avg,36.62,Average,20.93,Slightly Below Avg,18.81,Slightly Below Avg,18.29,Average,41.21,Slightly Above Avg,35.69,Slightly Above Avg,112.76,Way Above Avg,18.1,Slightly Below Avg,15.66,Way Below Avg,22.21,Slightly Above Avg,13.78,Slightly Above Avg,134.51,Way Above Avg,1,1,10,,,,,,Above Average,Above Average,Above Average,Above Average,No
633503,6,1,CITY_SCHOOL,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1,0,0,1,0,0,0,1,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,12.17,Way Below Avg,18.01,Average,8.15,Slightly Below Avg,6.79,Slightly Below Avg,28.27,Slightly Above Avg,7.01,Slightly Below Avg,21.11,Slightly Above Avg,20.26,Slightly Above Avg,49.28,Way Above Avg,14.06,Average,9.63,Average,42.98,Average,282.49,Way Above Avg,14.26,Way Below Avg,28.12,Average,5.44,Way Below Avg,7.76,Way Below Avg,8.77,Slightly Below Avg,34.85,Average,21.52,Slightly Below Avg,29.9,Slightly Below Avg,26.37,Slightly Above Avg,19.15,Slightly Above Avg,50.1,Average,2,1,14,,,,,,Average,Average,Average,Average,No
6352,8,2,LGGS,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.5,-1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,62.5,Slightly Above Avg,37.4,Slightly Above Avg,6.13,Slightly Below Avg,5.74,Slightly Below Avg,14.7,Average,19.65,Slightly Above Avg,10.24,Average,8.86,Average,6.25,Average,21.58,Slightly Above Avg,6.06,Average,56.24,Slightly Above Avg,81.32,Way Above Avg,16.24,Slightly Below Avg,31.94,Average,11.54,Average,16.8,Average,7.79,Slightly Below Avg,44.95,Slightly Above Avg,24.34,Average,54.14,Average,13.7,Average,9.67,Average,40.74,Average,1,2,19.5,No,No,No,Yes,Yes,83.33%,Good,80.19%,Good,No
635448,7,1,CITY_SCHOOL,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,39.24,Average,20.15,Average,7.19,Slightly Below Avg,17.05,Slightly Above Avg,28.28,Slightly Above Avg,6.74,Slightly Below Avg,17.62,Slightly Above Avg,5.62,Slightly Below Avg,5.62,Slightly Below Avg,15.19,Slightly Above Avg,4.68,Slightly Below Avg,18.14,Slightly Below Avg,8.9,Way Below Avg,79.67,Slightly Above Avg,21.73,Slightly Below Avg,21.66,Average,16.62,Average,15.42,Average,83.47,Slightly Above Avg,49.36,Average,42.54,Average,18.48,Average,13.26,Slightly Above Avg,31.41,Average,1,2,11,No,No,No,No,No,100.00%,Excellent,100.00%,Excellent,No
6361,,2,LGGS,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,25.09,Average,18.13,Average,12.85,Slightly Above Avg,6.64,Average,9.5,Average,9.17,Average,6.4,Slightly Below Avg,4.65,Slightly Below Avg,4.37,Slightly Below Avg,6.62,Average,5.07,Slightly Below Avg,22.13,Slightly Below Avg,9.96,Slightly Below Avg,18.15,Average,11.46,Way Below Avg,14.89,Average,10.79,Slightly Below Avg,25.79,Slightly Above Avg,16.56,Slightly Below Avg,11.8,Way Below Avg,20.4,Slightly Below Avg,11.05,Average,7.02,Slightly Below Avg,61.61,Slightly Above Avg,1,1,20,No,No,No,No,No,100.00%,Excellent,100.00%,Excellent,No
637133,7,2,CITY_SCHOOL,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,22.83,Average,7.2,Way Below Avg,4.95,Slightly Below Avg,9.01,Average,6.53,Slightly Below Avg,4.11,Way Below Avg,4.82,Way Below Avg,6.86,Average,6.86,Average,9.35,Average,5.46,Slightly Below Avg,5.65,Way Below Avg,21.13,Average,17.21,Average,22.78,Average,12.75,Average,8.78,Slightly Below Avg,20.09,Average,16.83,Slightly Below Avg,33.8,Average,29.66,Average,12.71,Average,7.06,Slightly Below Avg,16.12,Way Below Avg,2,1,21,No,No,No,No,No,100.00%,Excellent,95.00%,Excellent,No
6374,8,2,LGGS,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,86.11,Slightly Above Avg,25.71,Average,10.79,Average,5.82,Slightly Below Avg,9.42,Average,6.53,Slightly Below Avg,8.9,Average,7.34,Average,5.04,Slightly Below Avg,6.09,Slightly Below Avg,7.27,Average,36.05,Average,65.34,Slightly Above Avg,49.23,Slightly Above Avg,33.91,Average,16.78,Average,35.03,Slightly Above Avg,23.25,Slightly Above Avg,25.24,Average,18.84,Slightly Below Avg,20.58,Slightly Below Avg,10.56,Average,10.14,Average,62.68,Slightly Above Avg,1,1,22,No,No,No,No,Yes,55.00%,Average,70.00%,Above Average,No
6384,8,2,LGGS,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,0,0,1,0,1,-1,1,0,1,-1,1,-1,0,0,0,-1,1,-1,0,-1,0,-1,0,0,1,0,1,0,1,-1,64.02,Slightly Above Avg,31.52,Average,14.84,Slightly Above Avg,13.43,Slightly Above Avg,20.38,Slightly Above Avg,35.78,Way Above Avg,10.88,Average,8.42,Average,10.8,Slightly Above Avg,26.9,Slightly Above Avg,9.68,Slightly Above Avg,87.6,Way Above Avg,58.14,Slightly Above Avg,112.92,Way Above Avg,120.7,Way Above Avg,8.33,Slightly Below Avg,71.19,Way Above Avg,81.73,Way Above Avg,194.46,Way Above Avg,79.59,Way Above Avg,62.5,Slightly Above Avg,18.71,Slightly Above Avg,15.64,Slightly Above Avg,91.12,Way Above Avg,1,2,9,No,No,No,Yes,Yes,60.00%,Above Average,60.00%,Above Average,No
638490,8,2,CITY_SCHOOL,1,0,1,1,1,-1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,21.5,Average,8.22,Way Below Avg,25,Way Above Avg,3.51,Way Below Avg,3.7,Way Below Avg,2.62,Way Below Avg,3.65,Way Below Avg,4.14,Way Below Avg,4.31,Slightly Below Avg,5.94,Slightly Below Avg,7.03,Average,33.7,Average,41.35,Slightly Above Avg,10.24,Way Below Avg,14.04,Slightly Below Avg,10.3,Average,11.77,Slightly Below Avg,8.28,Slightly Below Avg,49.74,Slightly Above Avg,46.1,Slightly Above Avg,71.74,Slightly Above Avg,13.17,Average,9.1,Average,31.14,Average,1,1,18,No,No,No,No,No,100.00%,Excellent,95.00%,Excellent,No
6386,7,1,LGGS,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,-1,1,-1,49.49,Average,20.01,Average,19.59,Slightly Above Avg,10.48,Average,13.8,Average,6.32,Slightly Below Avg,7.34,Slightly Below Avg,5.74,Slightly Below Avg,12.53,Slightly Above Avg,4.43,Slightly Below Avg,4.28,Way Below Avg,23.59,Slightly Below Avg,9.93,Slightly Below Avg,87.04,Slightly Above Avg,15.73,Slightly Below Avg,36.62,Slightly Above Avg,13.63,Average,7.94,Slightly Below Avg,33.91,Average,160.14,Way Above Avg,86.55,Slightly Above Avg,16,Average,23.68,Way Above Avg,132,Way Above Avg,1,2,8,No,No,No,No,No,100.00%,Excellent,95.00%,Excellent,No
6400,8,2,LGGS,1,-1,1,0,1,0,1,-1,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,0,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,1,163.3,Way Above Avg,56.73,Slightly Above Avg,21.05,Slightly Above Avg,22.42,Way Above Avg,14.94,Average,33.49,Way Above Avg,13.01,Slightly Above Avg,12.77,Slightly Above Avg,6.92,Average,8.7,Average,9.88,Slightly Above Avg,29.79,Average,69.5,Way Above Avg,46.76,Slightly Above Avg,24.3,Average,11.28,Average,31.94,Slightly Above Avg,15.3,Average,68.87,Way Above Avg,25.27,Average,32.34,Average,15.93,Average,10.98,Average,16.43,Way Below Avg,1,3,19,,,,,,Above Average,Above Average,Above Average,Above Average,No
6425,,2,LGGS,1,0,1,0,1,0,1,1,1,0,0,0,1,-1,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,0,0,1,-1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,86.57,Slightly Above Avg,26.19,Average,4.99,Slightly Below Avg,4.61,Way Below Avg,15.2,Average,25.74,Slightly Above Avg,31.3,Way Above Avg,6.2,Average,5,Slightly Below Avg,5.62,Slightly Below Avg,8.13,Average,94.17,Way Above Avg,14.02,Slightly Below Avg,33.06,Average,12.75,Slightly Below Avg,65.09,Way Above Avg,13.37,Average,30.89,Slightly Above Avg,26.5,Average,29.9,Average,78.5,Slightly Above Avg,19.02,Slightly Above Avg,8.1,Average,52.55,Slightly Above Avg,1,1,19,No,Yes,No,No,Yes,70.00%,Average,95.00%,Excellent,No
6429,7,2,LGGS,1,0,0,-1,1,0,1,0,1,0,0,-1,0,-1,1,-1,1,0,1,-1,1,0,1,0,1,0,1,-1,1,0,0,-1,1,-1,0,0,0,0,1,-1,0,0,1,0,1,-1,1,0,76.26,Slightly Above Avg,91.86,Way Above Avg,8.05,Average,9.51,Average,36.18,Slightly Above Avg,32.09,Way Above Avg,25.74,Way Above Avg,17.33,Way Above Avg,8.59,Slightly Above Avg,35.17,Way Above Avg,6.16,Average,44.88,Average,48.95,Slightly Above Avg,116.67,Way Above Avg,22.09,Average,43.02,Way Above Avg,58.9,Way Above Avg,11.77,Average,50.78,Slightly Above Avg,66.43,Way Above Avg,91.98,Slightly Above Avg,11.69,Average,19.66,Way Above Avg,38.85,Average,1,1,7,,,,,,75.00%,Above Average,75.00%,Above Average,No
6434,7,1,LGGS,0,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,-1,0,-1,0,0,1,-1,1,0,0,-1,1,-1,1,0,0,-1,0,-1,0,-1,0,0,1,0,1,0,1,0,242,Way Above Avg,57.41,Slightly Above Avg,60.28,Way Above Avg,74.58,Way Above Avg,62.49,Way Above Avg,40.75,Way Above Avg,17.56,Slightly Above Avg,9.66,Average,11.38,Slightly Above Avg,73.2,Way Above Avg,36.4,Way Above Avg,74.58,Slightly Above Avg,100.13,Way Above Avg,48.59,Average,205.17,Way Above Avg,171.22,Way Above Avg,21.58,Average,104.99,Way Above Avg,200,Way Above Avg,151.29,Way Above Avg,94.94,Slightly Above Avg,18.64,Average,18.86,Slightly Above Avg,22.4,Slightly Below Avg,2,1,2,,,,,,Above Average,Above Average,Above Average,Above Average,No
6440,8,2,LGGS,1,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,0,-1,1,-1,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,1,-1,0,-1,1,0,236.03,Way Above Avg,65.23,Way Above Avg,36.02,Way Above Avg,43.99,Way Above Avg,31.53,Slightly Above Avg,37.84,Way Above Avg,36.5,Way Above Avg,21.93,Way Above Avg,20.06,Way Above Avg,15.07,Slightly Above Avg,48.7,Way Above Avg,27.15,Average,30.04,Average,44.38,Slightly Above Avg,58.44,Slightly Above Avg,23.11,Slightly Above Avg,23.02,Average,10.65,Average,92.28,Way Above Avg,52.09,Slightly Above Avg,28.89,Average,35.19,Way Above Avg,22.78,Way Above Avg,57.5,Slightly Above Avg,1,5,1,,,,,,Above Average,Above Average,Above Average,Above Average,No
6441,,3,LGGS,1,-1,1,0,1,-1,1,0,1,0,0,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,1,0,1,0,55.74,Way Above Avg,24.7,Slightly Above Avg,42.02,Way Above Avg,12.21,Slightly Above Avg,19.88,Slightly Above Avg,4.66,Slightly Below Avg,13.82,Slightly Above Avg,11.74,Way Above Avg,5.52,Average,9.13,Slightly Above Avg,5.35,Average,53.22,Slightly Above Avg,15.78,Average,103.9,Way Above Avg,32.09,Slightly Above Avg,9.26,Slightly Below Avg,27.83,Slightly Above Avg,28.51,Slightly Above Avg,17.59,Average,59.5,Way Above Avg,24.98,Average,8.82,Average,7.77,Average,56.99,Slightly Above Avg,1,2,13,,,,,,Above Average,Above Average,Above Average,Above Average,No
647208,8,3,CITY_SCHOOL,1,0,1,0,1,-1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,-1,1,0,1,1,1,0,1,0,1,0,12.32,Average,19.88,Slightly Above Avg,15.03,Way Above Avg,3.02,Way Below Avg,3.99,Way Below Avg,13.12,Slightly Above Avg,7.43,Average,7.77,Slightly Above Avg,3.21,Slightly Below Avg,4.4,Slightly Below Avg,15.01,Way Above Avg,21.2,Average,18.75,Average,9.2,Slightly Below Avg,13.1,Slightly Below Avg,7.36,Slightly Below Avg,7.44,Way Below Avg,5.56,Way Below Avg,45.48,Way Above Avg,36.14,Slightly Above Avg,12.9,Way Below Avg,7.77,Average,8.11,Average,27.62,Average,3,3,26,No,No,No,No,No,100.00%,Excellent,100.00%,Excellent,No
6475,9,1,LGGS,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,0,1,0,1,-1,1,-1,1,-1,1,0,0,0,1,0,0,0,1,-1,1,0,1,0,1,0,1,0,0,0,1,-1,1,0,1,0,88.27,Slightly Above Avg,41.51,Slightly Above Avg,20.79,Slightly Above Avg,43.22,Way Above Avg,66.46,Way Above Avg,35.15,Way Above Avg,25.49,Slightly Above Avg,9.12,Average,28.89,Way Above Avg,43.11,Way Above Avg,44.96,Way Above Avg,77.88,Slightly Above Avg,35.52,Average,55.47,Average,56.52,Slightly Above Avg,53.86,Way Above Avg,29.3,Slightly Above Avg,41.58,Slightly Above Avg,46.5,Average,63.58,Slightly Above Avg,93.1,Slightly Above Avg,38.82,Way Above Avg,7.42,Slightly Below Avg,36.02,Average,1,1,13,No,No,No,No,Yes,80.00%,Good,87.50%,Good,No
6476,7,2,LGGS,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,-1,1,0,1,0,1,0,13.02,Slightly Below Avg,11.8,Slightly Below Avg,7.98,Average,10.08,Average,7.79,Slightly Below Avg,7.5,Average,5.39,Slightly Below Avg,4.39,Slightly Below Avg,4.28,Slightly Below Avg,8.26,Average,7.64,Average,18.89,Slightly Below Avg,28.78,Average,16.4,Slightly Below Avg,19.5,Average,6.67,Slightly Below Avg,10.54,Slightly Below Avg,6.8,Slightly Below Avg,36.98,Average,20.7,Average,112.34,Way Above Avg,8.52,Slightly Below Avg,8.27,Average,34.62,Average,1,1,19,,,,,,73.33%,Above Average,48.00%,Below Average,No
648124,9,2,CITY_SCHOOL,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,21.38,Average,24.72,Average,6.62,Slightly Below Avg,6.22,Slightly Below Avg,8.1,Average,10.64,Average,5.38,Slightly Below Avg,5.51,Slightly Below Avg,5.54,Average,8.52,Average,4.9,Slightly Below Avg,22.36,Slightly Below Avg,28.51,Average,10.78,Way Below Avg,17.48,Average,10.34,Average,22.36,Average,13.54,Average,14.39,Slightly Below Avg,17.52,Slightly Below Avg,18.07,Way Below Avg,8.59,Slightly Below Avg,5.76,Slightly Below Avg,14.81,Way Below Avg,1,1,19,No,No,No,No,No,100.00%,Excellent,95.00%,Excellent,No
648126,8,2,CITY_SCHOOL,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,35.2,Average,10.72,Slightly Below Avg,7.06,Average,6.02,Slightly Below Avg,25.53,Slightly Above Avg,10.75,Average,5.55,Slightly Below Avg,6.14,Average,6.83,Average,3.87,Way Below Avg,6.69,Average,25.17,Average,4.8,Way Below Avg,12.68,Slightly Below Avg,15.45,Slightly Below Avg,16.27,Average,7.29,Way Below Avg,10.45,Average,48.15,Slightly Above Avg,47.38,Slightly Above Avg,32.25,Average,54.59,Way Above Avg,7.32,Slightly Below Avg,44.3,Average,1,2,11,No,No,No,No,No,100.00%,Excellent,100.00%,Excellent,No
